EDAD,GENERO,CARRERA,EDAD_ELECCION_CARRERA,ID_CARRERA,CARRERA_LO_QREALM_QUERIAS,APASIONA_TUCARRERA,OPORT_LABORALES,FERIAS_EXPO,REC_FINANCIEROS,PASE_AUTOMATICO,PROM_CALIF_MIN,DIST_ALA_UNIV,PRESTIG_TITULO,SALARIO_PROM,TIPOS_ESPACIOS,HABILIDAD1,HABILIDAD2,HABILIDAD3,HABILIDAD4,HABILIDAD5,CALIF_HABIL1,CALIF_HABIL2,CALIF_HABIL3,CALIF_HABIL4,CALIF_HABIL5,ELECC_CARRERA,ESPACIOS_ID,HABILIDAD1_ID,HABILIDAD2_ID,HABILIDAD3_ID,HABILIDAD4_ID,HABILIDAD5_ID,MATERIA1,MATERIA2,MATERIA3,MATERIA4,MATERIA5,CALIFM1,CALIFM2,CALIFM3,CALIFM4,CALIFM5,INFLU_MEDIATICA,CARR_PROF_PADRES,MATERIA1_ID,MATERIA2_ID,MATERIA3_ID,MATERIA4_ID,MATERIA5_ID
22,MUJER,INGENIERIA PETROLERA,18,6,4,4,5,5,1,5,4,3,5,5,EXTRANJERO,LIDERAZGO,TOMA DE DECISIONES,HABILIDAD PARA MATEMATICAS,VISUALIZAR ESPACIO Y TRABAJAR EN UN AMBIENTE DIFERENTE,NOINFO,9.0,8.0,9.0,10.0,7.0,PERSONAL,2,3,20,3,119,1,CALCULO DIFERENCIAL E INTEGRAL, ALGEBRA,GEOMETRIA ANALITICA, TEMAS SELECTOS DE MATEMATICAS Y QUIMICA,NOINFO,10.0,8.0,10.0,10.0,9.0,WEB / REDES SOC,S/CARRERA,52,16,31,80,1
26,MUJER,INGENIERIA EN COMPUTACION,15,0,4,4,5,5,3,3,2,2,4,4,CAMPO,LIDERAZGO,ANALISIS,TRABAJO EN EQUIPO,RAZONAMIENTO,LOGICA,8.0,8.0,7.0,9.0,8.0,PERSONAL,1,3,7,8,10,23,CALCULO DIFERENCIAL E INTEGRAL,CIBERNETICA,FISICA,ADMINISTRACION,NOINFO,6.0,9.0,7.0,9.0,0.0,TV/MEDIOS IMPRESOS,DIFERENTE,52,9,0,14,1
20,MUJER,CONTADURIA,17,18,4,5,5,5,5,5,1,1,1,2,CAMPO,HABILIDAD MATEMATICA,DISCIPLINA,RAZONAMIENTO,TOMA DE DECISIONES,COMUNICACION,10.0,8.0,9.0,8.0,7.0,PERSONAL,1,45,25,21,4,27,ADMINISTRACION Y CONTABILIDAD,MATEMATICAS, DERECHO, PROBLEMAS SOCIALES POLITICOS Y ECONOMICOS DE MEXICO, GEOGRAFIA ECONOMICA,10.0,8.0,8.0,10.0,10.0,NINGUNO,MISMA,14,1,15,88,35
26,HOMBRE,INGENIERIA MECATRONICA,18,4,1,2,1,1,1,1,1,1,4,4,EXTRANJERO,MATEMATICAS,LOGICA,IDIOMAS,TRABAJO EN EQUIPO,NOINFO,7.0,0.0,0.0,0.0,0.0,FAMILIARES,2,5,5,33,2,1,TEMAS SELECTOS DE MATEMATICAS,NOINFO,NOINFO,NOINFO,NOINFO,10.0,0.0,0.0,0.0,0.0,NINGUNO,DIFERENTE,39,4,1,2,1
24,MUJER,CONTADURIA,18,18,2,4,5,1,5,5,5,4,1,4,CAMPO,TRABAJO EN EQUIPO,LIDERAZGO,TOMA DE DECISIONES,RAZONAMIENTO LOGICO Y SER SOCIABLE,NOINFO,9.0,7.0,7.0,7.0,8.0,PERSONAL,1,6,0,42,33,1,PROBABIBLIDAD Y ESTADISTICA, LENGUAJE Y COMUNICACION,ADMISTRACION,ECONOMIA,LENGUA EXTRANJERA,9.0,9.0,9.0,8.0,10.0,NINGUNO,MISMA,50,79,35,24,39
22,MUJER,INGENIERIA INDUSTRIAL,17,1,5,5,4,5,5,1,1,1,1,1,OFICINAS,PROACTIVIDAD,NOINFO,NOINFO,NOINFO,NOINFO,9.0,7.0,9.0,6.0,9.0,PERSONAL,0,39,3,1,0,1,ESTADISTICA Y PROBABILIDAD,NOINFO,NOINFO,NOINFO,NOINFO,8.0,8.0,8.0,9.0,8.0,NINGUNO,S/CARRERA,51,4,1,2,1
24,HOMBRE,INGENIERIA EN COMPUTACION,16,0,5,5,5,5,1,1,4,1,4,4,CAMPO,INGENIO,ABSTRACTO,AUTODIDACTA,PACIENCIA,INGLES,10.0,10.0,9.0,8.0,9.0,PERSONAL,1,13,36,41,15,26,CIBERNETICA Y COMPUTACION, PROBABILIDAD Y ESTADISTICA, CALCULO DIFERENCIAL, CALCULO INTEGRAL,COMPUTACION,10.0,10.0,9.0,9.0,10.0,TV/MEDIOS IMPRESOS,S/CARRERA,45,80,64,57,2
26,MUJER,INGENIERIA EN COMPUTACION,19,0,5,5,5,5,5,1,5,1,1,4,CAMPO,ANALISIS,RESPONSABILIDAD,SABER BUSCAR INFORMACION,TOLARANCIA,ATENCION AL DETALLE,9.0,10.0,8.0,9.0,10.0,PERSONAL,1,1,1,0,53,85,INTELIGENCIA ARTIFICIAL, ADMIN DE PROYECTOS DE SOFTWARE, PLN,PROBABILIDAD, DISCRETAS,8.0,10.0,9.0,6.0,9.0,NINGUNO,DIFERENTE,29,81,63,13,38
22,HOMBRE,INGENIERIA EN COMPUTACION,18,0,4,5,5,5,5,5,5,5,5,1,CAMPO,ESTUDIAR CONSTANTEMENTE,RESPONSABILIDAD,PREVENCION,COMPRENSION,NOINFO,2.0,3.0,3.0,4.0,4.0,PERSONAL,1,87,1,72,22,1,NEGOCIOS ELECTRONICOS, BASES DE DATOS, INTELIGENCIA ARTIFICIAL, ADMINISTRACION DE PROYECTOS DE SOFTWARE E INGENIERIA DE SOFTWARE,NOINFO,8.0,7.0,7.0,8.0,9.0,NINGUNO,S/CARRERA,36,23,61,91,1
27,MUJER,INGENIERIA ELECTRICA ELECTRONICA,22,2,5,5,5,5,5,1,1,1,5,5,CAMPO,AGILIDAD MENTAL,IMAGINACION,TRABAJO BAJO PRESION,NOINFO,NOINFO,9.0,10.0,8.0,0.0,0.0,PERSONAL,1,7,11,15,0,1,MATEMATICAS Y FISICA,NOINFO,NOINFO,NOINFO,NOINFO,9.0,9.0,0.0,0.0,0.0,NINGUNO,S/CARRERA,55,4,1,2,1
22,HOMBRE,INGENIERIA CIVIL ,18,3,4,4,4,5,2,1,1,1,5,4,EXTRANJERO,CAPACIDAD DE ANALISIS,CREATIVIDAD,TRABAJO EN EQUIPO,INGENIO,LIDERAZGO,3.0,3.0,5.0,4.0,4.0,PERSONAL,2,40,2,8,41,5,CALCULO DIFERENCIAL, INTEGRAL, CINEMATICA Y DINAMICA,FISICA,ETICA,10.0,9.0,9.0,8.0,9.0,NINGUNO,DIFERENTE,16,75,50,3,13
26,MUJER,INGENIERIA EN COMPUTACION,18,0,5,4,5,1,1,5,5,1,5,5,CAMPO,PACIENCIA,DESTREZA,TOLERANCIA,RESPONSABILIDAD,NOINFO,2.0,3.0,2.0,2.0,3.0,PERSONAL,1,10,37,27,16,1,CALCULO DIFERENCIAL,FISICA,MATEMATICAS, ECONOMIA Y ADMINISTRACION,NOINFO,10.0,9.0,8.0,9.0,9.0,NINGUNO,S/CARRERA,16,2,8,85,1
25,HOMBRE,CIENCIA POLITICA,19,24,5,5,5,5,2,1,1,1,1,2,OFICINAS,SINTESIS,ANALISIS,PENSAMIENTO PROSPECTIVO,CAPACIDAD EXPLICATIVA Y EXCELENTE REDADCCION,NOINFO,9.0,9.0,9.0,9.0,9.0,PERSONAL,0,28,7,105,101,1,PROBLEMAS POLITICOS, SOCIALES Y ECONOMICOS DE MEXICO, HISTORIA DE MEXICO, HISTORIA UNIVERSAL, SOCIOLOGIA Y DERECHO,9.0,9.0,9.0,8.0,8.0,NINGUNO,S/CARRERA,41,38,20,63,64
23,HOMBRE,INGENIERIA EN COMPUTACION,18,0,4,4,5,5,5,3,3,4,4,4,CAMPO,LOGICA,CONSTANCIA,MEMORIA,PACIENCIA E INTUICION,NOINFO,9.0,8.0,7.0,6.0,8.0,PERSONAL,1,26,22,48,114,1,CALCULO DIFERENCIAL, CALCULO INTEGRAL, CAD, COMPUTACION Y DISENO,NOINFO,5.0,5.0,5.0,5.0,5.0,CARRERA DE MODA,S/CARRERA,16,22,26,67,1
23,HOMBRE,INGENIERIA CIVIL,18,3,5,5,5,5,1,2,2,1,5,4,EXTRANJERO,DISENAR ESTRUCTURAS,NOINFO,NOINFO,NOINFO,NOINFO,8.0,7.0,8.0,8.0,9.0,PERSONAL,2,50,3,1,0,1,1MATEMATICAS IV,NOINFO,NOINFO,NOINFO,NOINFO,6.0,6.0,9.0,7.0,8.0,NINGUNO,DIFERENTE,24,4,1,2,1
25,MUJER,DISENO Y COMUNICACION VISUAL,17,8,4,5,3,5,5,5,5,1,5,1,CAMPO,CREATIVIDAD,PACIENCIA,VISION,COGNITIVA,MOTRIZ,4.0,3.0,4.0,4.0,4.0,PERSONAL,1,2,13,34,68,13,EXPRESION GRAFICA, COMUNICACION PSICOLOGIA, FILOSOFIA, HISTORIA,NOINFO,10.0,10.0,10.0,8.0,8.0,WEB / REDES SOC,DIFERENTE,32,65,14,12,1
26,HOMBRE,INGENIERIA ELECTRICA ELECTRONICA,18,2,2,2,5,5,5,5,5,5,5,5,CAMPO,RESPONSABILIDAD,LIDERAZGO,PACIENCIA,INTELIGENCIA,RAPIDEZ,2.0,3.0,3.0,3.0,2.0,PERSONAL,1,16,0,16,17,50,CALCULO INTEGRAL, CALCULO DIFERENCIAL, GEOMETRIA,ALGEBRA,ESTADISTICA,8.0,7.0,7.0,7.0,8.0,TV/MEDIOS IMPRESOS,DIFERENTE,54,11,3,5,15
28,HOMBRE,INGENIERIA EN COMPUTACION,18,0,5,5,4,5,1,1,5,5,5,1,EXTRANJERO,TRABAJO EN EQUIPO,TRABAJO BAJO PRESION,ADAPTACION,COMUNICACION,DIRECCION DE EQUIPO,10.0,9.0,8.0,8.0,9.0,PERSONAL,2,6,16,43,7,100,DESARROLLO WEB, REDES, BASES DE DATOS,SISTEMAS OPERATIVOS,INGLES,10.0,10.0,9.0,10.0,10.0,CARRERA DE NUEVA,DIFERENTE,27,60,60,28,0
22,MUJER,INGENIERIA MECATRONICA,18,4,2,4,4,2,5,1,1,1,4,3,OTROS,CREATIVIDAD, CONOCIMIENTOS DE DIVERSAS AREAS DE LA INGENIERIA,TRABAJO EN EQUIPO, TRABAJO INDIVIDUAL,LIDERAZGO,8.0,7.0,8.0,8.0,7.0,PERSONAL,3,2,58,8,115,5,MATEMATICAS,NOINFO,NOINFO,NOINFO,NOINFO,10.0,9.0,10.0,9.0,8.0,CARRERA DE NUEVA,DIFERENTE,1,4,1,2,1
22,MUJER,INGENIERIA INDUSTRIAL,18,1,5,5,5,5,5,5,5,4,4,5,CAMPO,OPTIMIZACION, CONOCIMIENTOS DE DIVERSAS AREAS DE LA INGENIERIA,MATEMATICAS,INNOVACION,TECNOLOGIA,9.0,9.0,8.0,9.0,9.0,PERSONAL,1,75,58,20,21,54,ADMINISTRACION,FISICA,PROBABILIDAD, CALCULO, ECONOMIA,9.0,9.0,10.0,8.0,9.0,WEB / REDES SOC,S/CARRERA,38,2,17,1,22
22,HOMBRE,INGENIERIA MECANICA,18,7,5,5,5,1,5,5,5,1,1,1,EXTRANJERO,MATEMATICA,LOGICA,RESOLVER PROBLEMAS,ESPACIAL Y VISUAL,NOINFO,9.0,9.0,9.0,8.0,9.0,PERSONAL,2,14,5,36,38,1,MATEMATICAS IV,5 Y 6, VI,COMPUTACION,FISICA,6.0,6.0,6.0,7.0,6.0,NINGUNO,DIFERENTE,49,7,39,8,3
28,HOMBRE,INGENIERIA PETROLERA,19,6,4,2,2,1,1,5,5,1,5,4,EXTRANJERO,TRABAJO EN EQUIPO,TRABAJO BAJO PRESION,HABLAR EN PUBLICO,CAPACIDAD DE ANALISIS Y AUTODIDACTA,NOINFO,9.0,8.0,8.0,8.0,9.0,PERSONAL,2,6,16,115,27,1,CALCULO,QUIMICA,FISICA, MATEMATICAS Y PROBABILIDAD,NOINFO,10.0,8.0,9.0,10.0,10.0,NINGUNO,S/CARRERA,2,8,0,73,1
20,MUJER,INGENIERIA EN COMPUTACION,18,0,4,4,5,5,1,1,2,1,4,4,CAMPO,LOGICA,IMAGINACION,CONSTANCIA,COMPRENSION DE LECTURA,PACIENCIA,7.0,10.0,9.0,9.0,8.0,PERSONAL,1,26,11,11,123,7,MATEMATICAS,5 Y 6, INFORMATICA APLICADA,FISICA, OPCION TECNICA DE COMPUTACION,8.0,10.0,9.0,9.0,9.0,NINGUNO,MISMA,1,7,66,3,65
22,MUJER,INGENIERIA MECATRONICA,17,4,4,3,5,5,5,5,5,5,5,5,CAMPO,TRABAJO EN EQUIPO,ORGANIZACION,COMUNICACION,PLANEACION,PENSAMIENTO LOGICO,9.0,10.0,10.0,10.0,10.0,AMIGOS,1,6,17,18,6,28,MATEMATICAS,5 Y 6, TEMAS SELECTOS DE MATEMATICAS,FISICA,NOINFO,10.0,10.0,10.0,10.0,10.0,CARRERA DE MODA,DIFERENTE,1,7,72,3,1
24,HOMBRE,LIC INFORMATICA,20,37,4,5,5,5,5,1,1,5,5,5,CAMPO,MATEMATICA,NOINFO,NOINFO,NOINFO,NOINFO,6.0,6.0,8.0,7.0,9.0,PERSONAL,1,14,3,1,0,1,BASE DE DATOS,NOINFO,NOINFO,NOINFO,NOINFO,9.0,8.0,9.0,8.0,8.0,NINGUNO,DIFERENTE,40,4,1,2,1
23,MUJER,INGENIERIA EN COMPUTACION,17,0,2,2,5,5,5,5,5,1,2,2,CAMPO,AUTODIDACTA,CREATIVO,RESPONSABLE,TRABAJAR EN EQUIPO,NOINFO,8.0,8.0,8.0,8.0,7.0,FAMILIARES,1,11,82,70,99,1,CIBERNETICA, CALCULO DIFERENCIAL,CALCULO INTEGRAL,NOINFO,NOINFO,10.0,10.0,0.0,0.0,0.0,CARRERA DE MODA,S/CARRERA,6,11,65,2,1
20,HOMBRE,INGENIERIA EN COMPUTACION,15,0,5,5,5,1,5,1,1,5,4,4,OFICINAS,CRITICO,LOGICA,CONSTANCIA,ESTUDIO,NOINFO,10.0,10.0,6.0,10.0,0.0,PERSONAL,0,41,5,11,88,1,PROGRAMACION, ALGEBRA,GEOMETRIA ANALITICA, CALCULO,NOINFO,10.0,10.0,10.0,8.0,0.0,WEB / REDES SOC,S/CARRERA,19,16,31,1,1
23,HOMBRE,INGENIERIA EN COMPUTACION,18,0,4,5,5,5,5,3,3,4,4,5,CAMPO,MATEMATICAS,COMPUTO,PROGRAMACION,PLANEACION,IDIOMAS,8.0,9.0,9.0,10.0,10.0,PERSONAL,1,5,87,26,6,16,PROGRAMACION, ALGEBRA, GEOMETRIA, CALCULO,FISICA,10.0,7.0,9.0,8.0,7.0,WEB / REDES SOC,DIFERENTE,19,16,3,1,3
22,MUJER,GASTRONOMIA,17,27,5,5,5,1,5,5,5,4,1,1,OFICINAS,LIDERAZGO,RESPONSABILIDAD,CREATIVIDAD,DESTREZA,NOINFO,2.0,1.0,1.0,1.0,1.0,PERSONAL,0,3,1,4,9,1,CONTABILIDAD, INFORMATICA,NOINFO,NOINFO,NOINFO,8.0,8.0,0.0,0.0,0.0,WEB / REDES SOC,S/CARRERA,53,6,1,2,1
24,HOMBRE,INGENIERIA EN COMPUTACION,18,0,4,5,5,4,5,5,5,4,5,4,CAMPO,LIDERAZGO,DEDICACIO,RESOLUCION DE PROBLEMA,ORDENADO,PACIENCIA,3.0,4.0,3.0,3.0,2.0,PERSONAL,1,3,90,113,76,7,MATEMATICAS,FISICA,QUIMICA,LITERATURA,INGLES,3.0,3.0,3.0,3.0,2.0,WEB / REDES SOC,S/CARRERA,1,2,2,22,0
21,HOMBRE,INGENIERIA EN COMPUTACION,16,0,4,5,4,4,5,5,4,4,5,3,CAMPO,TOLERANCIA,ENTENDIMIENTO,CREATIVIDAD,DETECCION,HABILIDAD PARA RESOLVER PROBLEMAS,10.0,10.0,10.0,10.0,10.0,PERSONAL,1,51,63,4,37,14,MATEMATICAS, COMPUTACION MATEMATICAS2 MATEMATICAS3,INFORMATICA,NOINFO,NOINFO,8.0,9.0,9.0,8.0,9.0,WEB / REDES SOC,DIFERENTE,1,36,12,2,1
36,HOMBRE,BIOLOGIA,17,21,5,5,5,1,4,1,1,1,1,1,OFICINAS,RESOLUCION DE PROBLEMAS, ADAPTABILIDAD,ANALITICO,TRABAJO EN EQUIPO,IDIOMAS,8.0,10.0,8.0,9.0,6.0,PERSONAL,0,23,54,44,2,16,BIOLOGIA,ESTADISTICA,GEOGRAFIA,MATEMATICAS, 5 REDACCION DE TEXTOS,10.0,9.0,10.0,8.0,10.0,NINGUNO,S/CARRERA,20,12,13,6,55
22,HOMBRE,INGENIERIA EN COMPUTACION,15,0,5,5,5,5,5,5,5,5,5,5,OTROS,DOMINIO DEL IDIOMA INGLES,CERTIFICACIONES,MATEMATICAS,PROGRAMACION,HABILIDAD MATEMATICA,10.0,10.0,10.0,10.0,9.0,PERSONAL,3,33,68,20,8,37,MATEMATICAS,FISICA,QUIMICA,PSICOLOGIA,INGLES,10.0,10.0,10.0,9.0,10.0,NINGUNO,DIFERENTE,1,2,2,20,0
22,MUJER,INGENIERIA EN COMPUTACION,18,0,4,5,2,5,2,1,1,1,5,5,CAMPO,RAZONAMIENTO MATEMATICO,ABSTRACCION,TRABAJO BAJO PRESION,RESOLUCION DE PROBLEMAS,CREATIVIDAD E IMAGINACION,2.0,2.0,2.0,2.0,3.0,PERSONAL,1,89,39,15,14,33,CIBERNETICA, CALCULO DIFERENCIAL, INTEGRAL,FISICA,NOINFO,8.0,6.0,7.0,8.0,8.0,WEB / REDES SOC,DIFERENTE,6,11,24,3,1
23,HOMBRE,INGENIERIA EN COMPUTACION,18,0,5,5,5,5,1,4,4,5,4,4,CAMPO,COMPRENSION,RAZONAMIENTO,HABILIDADES COMUNICATIVAS,CREATIVIDAD,LIDERAZGO,8.0,9.0,10.0,8.0,10.0,PERSONAL,1,48,12,35,5,5,MATEMATICAS,FISICA, LOGICA, DIBUJO CONSTRUCTIVO, INFORMATICA,8.0,10.0,6.0,9.0,10.0,WEB / REDES SOC,DIFERENTE,1,2,5,59,30
23,HOMBRE,INGENIERIA EN COMPUTACION,19,0,5,5,5,1,5,5,5,5,5,4,CAMPO,HABILIDAD MATEMATICA,RAZONAMIENTO,IMAGINACION,ANALISIS ESPACIAL,HABILIDAD MATEMATICA,9.0,9.0,9.0,9.0,9.0,PERSONAL,1,45,12,56,120,37,MATEMATICAS,CIBERNETICA, ALGEBRA, CALCULO,FISICA,8.0,8.0,8.0,8.0,8.0,CARRERA DE MODA,DIFERENTE,1,9,9,1,3
18,MUJER,ACTUARIA,15,19,5,5,5,5,4,5,5,2,5,2,CAMPO,HABILIDAD MATEMATICA,LOGICA,RELACIONES INTERPERSONALES,BUEN PROCESAMIENTO DE DATOS,HABILIDAD PARA RESOLVER PROBLEMAS,10.0,10.0,8.0,9.0,9.0,PERSONAL,1,45,5,61,50,14,MATEMATICAS, TEMAS SELECTOS DE MATEMATICAS,FISICA,INFORMATICA,QUIMICA,10.0,10.0,10.0,9.0,10.0,NINGUNO,SIMILAR,1,13,0,9,8
22,HOMBRE,INGENIERIA EN COMPUTACION,18,0,4,4,4,1,1,1,1,1,2,2,CAMPO,PENSAMIENTO LOGICO,ANALITICO,PENSAMIENTO MATEMATICO,DEDICACION,NOINFO,9.0,8.0,8.0,7.0,6.0,PERSONAL,1,43,24,24,56,1,COMPUTACION,MATEMATICAS,FISICA, PROGRAMACION BASICA, TUTORIA,9.0,9.0,8.0,9.0,10.0,TV/MEDIOS IMPRESOS,DIFERENTE,4,1,0,19,41
25,MUJER,TRABAJO SOCIAL,18,23,4,4,4,5,1,1,1,1,1,1,CAMPO,TRABAJO EN EQUIPO,RESOLVER PROBLEMAS,HABILIDADES COMUNICATIVAS,CREATIVIDAD,FLEXIBILIDAD,8.0,9.0,9.0,8.0,9.0,PERSONAL,1,6,41,35,5,82,ESTADISTICA, FILOSOFIA, DERECHO,ADMINISTRACION,NOINFO,9.0,10.0,9.0,9.0,0.0,NINGUNO,S/CARRERA,15,25,15,14,1
21,MUJER,INGENIERIA EN COMPUTACION,18,0,4,2,5,5,5,1,1,1,5,4,CAMPO,AUTODIDACTA,RESOLUCION DE PROBLEMAS,ANALISIS DE SISTEMAS,PROGRAMACION,TRABAJO EN EQUIPO,7.0,8.0,7.0,8.0,7.0,PERSONAL,1,11,23,112,8,3,MATEMATICAS, INFORMATICA,FISICA,NOINFO,NOINFO,9.0,10.0,10.0,0.0,0.0,NINGUNO,S/CARRERA,1,6,0,2,1
22,HOMBRE,INGENIERIA EN COMPUTACION,17,0,4,4,5,4,4,5,4,4,4,5,CAMPO,RESPONSABILIDAD,CONCENTRACION,TOLERANCIA,CREATIVIDAD,CAPACIDAD DE RESOLVER PROBLEMAS,8.0,9.0,10.0,8.0,10.0,PERSONAL,1,16,42,27,5,36,MATEMATICAS, INFORMATICA,COMPUTACION, TEMAS SELECTOS,ALGEBRA,9.0,10.0,9.0,8.0,10.0,CARRERA DE MODA,DIFERENTE,1,6,6,72,16
32,HOMBRE,INFORMATICA,30,13,4,4,4,1,4,3,4,4,1,1,CAMPO,RAZONAMIENTO,CREATIVIDAD,INGLES,DOCUMENTAR,ACTIVO,8.0,9.0,4.0,7.0,9.0,PERSONAL,1,9,2,32,104,77,COMPUTACION,MATEMATICAS,NOINFO,NOINFO,NOINFO,8.0,8.0,0.0,0.0,0.0,WEB / REDES SOC,S/CARRERA,4,1,1,2,1
22,HOMBRE,INGENIERIA EN COMPUTACION,16,0,5,5,5,5,5,5,5,5,5,5,CAMPO,PROGRAMACION,PLANIFICACION,ANALISIS DE SISTEMAS,HABILIDAD EN EL AMBITO MATEMATICO,CONOCIMIENTOS DE NORMAS,9.0,7.0,8.0,8.0,9.0,PERSONAL,1,19,33,112,106,45,CIBERNETICA,CALCULO,FISICA,MATEMATICAS,FILOSOFIA,10.0,9.0,6.0,10.0,10.0,NINGUNO,S/CARRERA,6,3,0,6,11
23,HOMBRE,ECONOMIA,20,26,4,4,5,2,4,1,1,1,4,4,OFICINAS,MATEMATICAS,TEORIA,ANALISIS E INVESTIGACION,NOINFO,NOINFO,10.0,10.0,9.0,9.0,9.0,PERSONAL,0,5,76,66,0,1,MATEMATICAS, ECONOMIA E HISTORIA,NOINFO,NOINFO,NOINFO,9.0,9.0,9.0,8.0,7.0,WEB / REDES SOC,DIFERENTE,1,63,1,2,1
21,HOMBRE,INGENIERIA EN COMPUTACION,18,0,5,5,5,5,3,5,4,4,5,3,CAMPO,AUTODIDACTA,LOGICA,APASIONADO,ASTUCIA,CREATIVIDAD,10.0,9.0,9.0,9.0,10.0,PERSONAL,1,11,5,73,82,4,MATEMATICAS,COMPUTACION,FISICA,NOINFO,NOINFO,8.0,9.0,6.0,0.0,0.0,NINGUNO,DIFERENTE,1,26,0,2,1
22,HOMBRE,INGENIERIA EN COMPUTACION,17,0,4,5,5,5,4,5,5,5,5,5,CAMPO,CREATIVIDAD,ANALITICO,PERSEVERANTE,NOINFO,NOINFO,9.0,8.0,8.0,5.0,5.0,PERSONAL,1,2,24,59,0,1,CIBERNETICA,CALCULO,MATEMATICAS,NOINFO,NOINFO,9.0,9.0,9.0,8.0,8.0,NINGUNO,S/CARRERA,6,3,8,2,1
21,HOMBRE,INGENIERIA EN COMPUTACION,17,0,5,5,5,1,4,1,4,1,5,4,OTROS,MATEMATICAS,SOCIALES,LOGICAS,DESTREZA,PACIENCIA,7.0,8.0,10.0,9.0,9.0,PERSONAL,3,5,86,93,9,7,CIBERNETICA,CALCULO, FILOSOFIA,ALGEBRA,GEOMETRIA ANALITICA,10.0,10.0,10.0,10.0,9.0,NINGUNO,S/CARRERA,6,3,14,5,18
22,MUJER,INGENIERIA EN COMPUTACION,14,0,4,4,5,1,4,4,5,5,4,3,CAMPO,CREATIVIDAD,DILIGENCIA,AUTODIDACTA,PROGRAMACION,MODELADO,3.0,3.0,3.0,2.0,3.0,PERSONAL,1,2,79,41,8,52,INFORMATICA,MATEMATICAS, LITERATURA,FISICA, ARTES PLASTICAS,10.0,8.0,8.0,7.0,10.0,WEB / REDES SOC,DIFERENTE,8,1,19,3,44
23,MUJER,INGENIERIA EN COMPUTACION,19,0,5,5,4,4,1,5,5,1,4,4,CAMPO,MATEMATICA,LOGICA,RAZONAMIENTO,SOLUCION DE PROBLEMAS,COMPRENSION,9.0,10.0,8.0,9.0,9.0,PERSONAL,1,14,5,21,103,20,MATEMATICAS, INFORMATICA, LOGICA,ALGEBRA,FISICA,9.0,9.0,10.0,10.0,10.0,NINGUNO,S/CARRERA,1,6,5,5,3
