EDAD,GENERO,CARRERA,EDAD_ELECCION_CARRERA,CARRERA_LO_QREALM_QUERIAS,APASIONA_TUCARRERA,OPORT_LABORALES,FERIAS_EXPO,REC_FINANCIEROS,PASE_AUTOMATICO,PROM_CALIF_MIN,DIST_ALA_UNIV,PRESTIG_TITULO,SALARIO_PROM,PLAN_ESTUDIOS_DETERMINANTE,TIPOS_ESPACIOS,OTROS_TIPO_ESPAC,HABILIDAD1,HABILIDAD2,HABILIDAD3,HABILIDAD4,HABILIDAD5,CALIF_HABIL1,CALIF_HABIL2,CALIF_HABIL3,CALIF_HABIL4,CALIF_HABIL5,ELECC_CARRERA,OTROS_ELEC_CARRERA,MATERIA1,MATERIA2,MATERIA3,MATERIA4,MATERIA5,CALIFM1,CALIFM2,CALIFM3,CALIFM4,CALIFM5,INFLU_MEDIATICA,CARR_PROF_PADRES,,,
23,Hombre,Ingenier°a mecatr¢nica,18,2,3,5,5,5,3,5,5,5,5,5,Oficinas,,Analitica,,,,,10,,,,,Personal,,Ninguna,,,,,10,,,,,Ninguna,Diferente,,,
23,Hombre,Ingenieria en Computacion,17,2,5,5,1,2,5,1,1,2,5,1,Oficinas,,Paciencia, dedicaci¢n, l¢gica, capacidad de an†lisis y auto-didacta,,10,10,10,10,10,Personal,,C†lculo, †lgebra, f°sica, inform†tica y programaci¢n/computaci¢n,,9,9,9,9,9,Ninguna,Diferente,,,
33,Hombre,Medicina,17,4,5,1,1,1,1,1,1,1,1,1,Campo,,Liderazgo, comunicaci¢n, empatia, docencia, destrezas manuales para procedimientos espec°ficos,9,8,9,9,10,Personal,,Qu°mica, Biolog°a, Ciencias de la Salud, F°sica y Estad°stica.,,8,9,10,8,10,Ninguna,Sin Carrera,,,
24,Hombre,Ingenieria en Computacion,15,4,4,5,1,1,5,5,1,5,1,1,Campo,,proactivo, analitico, tolerante, autodidacta, abstracci¢n,10,10,8,10,10,Personal,,ninguna, ninguna, ninguna, ninguna, computaci¢n,10,10,10,10,10,Ninguna,Diferente,,,
23,Hombre,Ingenier°a Industrial,18,5,5,5,2,4,1,1,2,3,3,3,,,An†lisis, Creatividad, Liderazgo, compromiso,,9,10,8,10,,Personal,,C†lculo, geometr°a, †lgebra,,,9,10,9,,,Ninguna,Diferente,,,
21,Hombre,Ingenier°a ElÇctrica y Electr¢nica,18,5,5,5,1,1,1,1,5,4,4,1,Campo,,An†lisis, dise§o, creatividad, abstracci¢n, intuici¢n,7,5,8,9,9,Personal,,µlgebra, C†lculo, Lenguaje, Geometr°a, L¢gica,10,9,10,10,9,Web / Redes Sociales,Similar,,,
22,Hombre,Ingenier°a ElÇctrica y Electr¢nica,17,5,5,4,3,4,1,1,1,1,2,1,Campo,,Destreza, ingenio, disciplina, constancia, responsabilidad,8,9,9,9,8,Personal,,µlgebra, Calculo diferencial, F°sica, Calculo integral, Geometria,9,10,10,10,9,Ninguna,Similar,,,
24,Hombre,Ingenieria en Computacion,16,5,5,5,1,1,1,1,3,4,4,2,Oficinas,,An†lisis, Precision, Matem†tica, Logica, Creatividad,9,8,10,10,9,Personal,,C†lculo, Estad°stica, Electricidad y Magnetismo, Fisica, Computaci¢n,9,9,8,9,10,Ninguna,Sin Carrera,,,
22,Mujer,Medicina,18,5,5,1,5,3,5,5,3,3,1,3,Campo,,Memoria, empat°a, comprensi¢n, perseverancia, dedicaci¢n,7,9,8,10,8,Personal,,Qu°mica, salud p£blica, morfolog°a humana, psicolog°a, biolog°a,10,10,8,10,9,Ninguna,Sin Carrera,,,
26,Hombre,Ingenieria en Computacion,18,4,4,5,1,1,1,5,1,2,4,2,Oficinas,,InglÇs, Anal°tico, L¢gico, Programaci¢n, Expresi¢n,7,7,8,7,8,Personal,,C†lculo, Bases de datos,,,,9,10,,,,Ninguna,Diferente,,,
28,Hombre,Ingenieria en Computacion,15,5,5,2,4,1,1,1,2,1,2,1,Oficinas,,L¢gica, atenci¢n a detalles, manejo de conceptos abstractos, innovaci¢n y resoluci¢n de problemas,,10,10,10,10,10,Personal,,Ninguna, no tuve materias af°n,,,,,,,,,Web / Redes Sociales,Sin Carrera,,,
18,Hombre,Ingenier°a Petrolera,17,5,5,5,5,5,5,4,5,4,5,5,Oficinas,,Mate, trabajo en equipo, resolver problemas, negocios, hablar en publico,8,9,8,8,9,Personal,,calculo, quimica, fisica, estadistica,,9,8,9,10,,TV / Medios Impresos,Sin Carrera,,,
20,Hombre,Ingenier°a Civil,17,4,4,5,5,5,5,5,5,5,5,3,Oficinas,,,,,,,9,6,7,,,Personal,,calculo,,,,,,,,,,TV / Medios Impresos,Sin Carrera,,,
21,Hombre,Ingenier°a Mec†nica,17,2,4,5,1,4,5,1,2,4,4,4,Campo,,,,,,,,,,,,Personal,,Calculo, f°sica, estad°sticas, dibujo, ingles,10,10,8,10,8,Ninguna,Sin Carrera,,,
22,Hombre,Ingenier°a telecomunicaciones,18,5,5,4,5,2,1,1,1,5,4,5,Oficinas,,Responsabilidad,liderazgo,,,,4,3,,,,Personal,,F°sica,matem†ticas,historia,salud,literatura,10,10,8,9,8,Ninguna,Diferente,,,
26,Mujer,Ingenier°a Petrolera,18,5,4,5,5,5,2,5,5,5,5,5,Campo,,disposicion , tiempo,,,,8,8,,,,Personal,,fisica,,,,,9,,,,,Ninguna,Diferente,,,
25,Mujer,Arquitectura,20,5,5,5,1,5,1,5,1,5,1,1,Campo,,creatividad, facilidad de trabjo en equipo, destreza, calculo,,7,9,8,7,7,Personal,,dibujo, artes, calculo, geometria,,8,8,8,8,8,Ninguna,Sin Carrera,,,
23,Hombre,Ingenieria en Computacion,19,4,4,4,2,2,1,2,1,4,4,2,Oficinas,,Abstracci¢n, responsabilidad, an†lisis, dise§o y administraci¢n,,8,8,8,8,8,Personal,,F°sica, qu°mica, calculo, temas selectos de matem†ticas y computaci¢n,,9,9,9,9,9,Web / Redes Sociales,Similar,,,
22,Mujer,Geol¢gica,17,5,4,5,5,5,5,5,1,4,1,5,Las 3 anteriores,,Observaci¢n, paciencia, disciplina, fuerza f°sica, facilidad para describir objetos o lugares,8,7,7,6,7,Personal,,F°sica, geograf°a, qu°mica, biolog°a, matem†ticas,9,8,10,9,10,Ninguna,Diferente,,,
21,Mujer,Ingenier°a Industrial,17,4,5,2,1,1,1,2,1,5,5,5,Campo,,Compromiso ,,,,,3,3,3,3,3,Personal,,Fisica,,,,,4,4,4,4,4,Ninguna,Sin Carrera,,,
21,Hombre,Ingenier°a ElÇctrica y Electr¢nica,17,4,4,4,4,1,1,4,3,3,1,4,Diversos,,Constancia, habilidad matem†tica, visi¢n, programaci¢n, f°sica,5,6,8,7,6,Personal,,F°sica, matem†ticas, programaci¢n, qu°mica, inglÇs,8,8,10,9,8,Ninguna,Diferente,,,
25,Mujer,Ingenier°a Industrial,18,4,4,5,4,4,5,4,4,4,4,4,Oficinas,,Actitud, Hablar en p£blico, Liderar, Analizar, Redacci¢n,10,10,10,10,10,Familiares,,Dibujo, Administraci¢n, µlgebra, Qu°mica, Inform†tica,8,9,8,8,9,Ninguna,Misma,,,
24,Hombre,Ingenier°a Civil,16,5,4,5,5,1,5,4,1,5,5,5,Campo,,Razonar, Pensar, Imaginar, Calcular, Creatividad,10,10,10,10,10,Personal,,Fisica, C†lculo, Algebra, Dibujo, Geometr°a,9,8,9,9,10,TV / Medios Impresos,Similar,,,
22,Mujer,Arquitectura,18,4,5,5,1,1,5,5,5,5,5,1,Pr†ctica y te¢rica,,Dise§o, sensibilidad de espacios, factibilidad de ideas, trabajo en equipo y organizaci¢n de tiempos,,9,10,9,10,9,Personal,,Dibujo, Matem†ticas, F°sica, Historia y Derecho,,10,8,9,8,10,Web / Redes Sociales,Misma,,,
22,Mujer,Ingenier°a ElÇctrica y Electr¢nica,18,2,3,4,5,1,5,5,5,5,5,1,Campo,,L¢gica, an†lisis, pensamiento cr°tico, facilidad de comunicaci¢n, capacidad de resolver problemas,8,8,10,10,9,Personal,,F°sica, matem†ticas, c†lculo integral, calculo diferencial, cibernÇtica,10,9,10,10,9,Ninguna,Diferente,,,
25,Hombre,Medicina,17,4,4,2,1,1,5,5,1,5,1,2,Hospital y consultorios,,Empat°a, destreza, memoria, soporte f°sico, comprensi¢n,10,8,7,8,9,Personal,,Salud, Biolog°a, F°sica, Morfofisiolog°a, Qu°mica,10,10,8,10,10,Carrera de Moda,Misma,,,
20,Hombre,Ingenier°a Civil,17,5,4,4,2,5,3,4,1,2,2,1,Oficinas,,paciencia, creatividad,dominio conociminetos, orden,eficiencia,9,8,8,8,9,Personal,,mate,fisica,quimica,ingles,l¢gica,8,10,6,10,7,Ninguna,Diferente,,,
21,Hombre,Contaduria,18,5,4,1,1,1,1,1,1,1,1,1,Oficinas,,habilidad numerica, dinamico, disciplinado, toma de decisiones, razonamiento logico,8,8,7,9,8,Personal,,,,,,,,,,,,Ninguna,Similar,,,
22,Hombre,Ingenieria en Computacion,17,5,5,4,2,5,5,5,5,5,5,4,Oficinas,,Comunicaci¢n, An†lisis, Creatividad, Soluci¢n de problemas, Trabajo en equipo,5,9,7,9,5,Personal,,,,,,,,,,,,Ninguna,Sin Carrera,,,
27,Mujer,Administracion,24,5,5,5,1,5,1,1,1,1,1,5,Es online,,analisis, trabajo en equipo, admon del tiempo,,,10,7,8,,,Personal,,,,,,,,,,,,Web / Redes Sociales,Diferente,,,
28,Hombre,Ingenier°a Petrolera,20,5,5,5,5,5,4,5,4,4,4,4,Campo,,,,,,,,,,,,,,,,,,,,,,,,Web / Redes Sociales,Diferente,,,
21,Hombre,Ingenieria en Computacion,17,4,4,1,1,1,5,5,1,1,1,1,Oficinas,,,,,,,,,,,,Personal,,,,,,,,,,,,Ninguna,Sin Carrera,,,
22,Hombre,Ingenieria en Computacion,16,5,5,5,2,5,3,5,5,5,5,5,Oficinas,,,,,,,10,10,10,10,10,Personal,,,,,,,10,10,10,10,10,Web / Redes Sociales,Sin Carrera,,,
22,Mujer,Medicina veterinaria,6,5,5,4,3,1,1,3,3,3,3,3,Campo,,,,,,,,,4,,,Personal,,,,,,,3,3,,3,,,Diferente,,,
22,Hombre,Ingenier°a en Computaci¢n,17,4,2,2,1,1,1,5,5,2,1,5,Oficinas,,Matem†ticas,Responsabilidad,Confianza,Razonamiento,An†lisis,8,7,9,8,6,Familiares,,F°sica,CibernÇtica,C†lculo,Qu°mica,Matem†ticas,9,9,10,8,8,Ninguno,Diferente,,,
23,Hombre,Ingenier°a en Computaci¢n,19,4,4,4,2,5,1,2,1,4,4,2,Extranjero,,Abstracci¢n,Responsabilidad,An†lisis,Liderazgo,Investigaci¢n,7,9,8,9,8,Personal,,Computaci¢n,Matem†tilcas,F°sica,Qu°mica,Temas Selectos de Matem†ticas,10,8,9,9,8,Ninguno,Similar,,,
22,Hombre,Ingenier°a Petrolera,19,3,3,2,1,1,1,4,1,2,3,1,Campo,,Matem†ticas,Geometr°a ,An†lisis Cr°tico,Razonamiento,F°sica,8,7,9,9,8,Personal,,Matem†ticas,Ciencias,Ciencias Sociales,Computaci¢n,Geolog°a,9,8,10,10,8,Ninguno,S/carrera,,,
22,Mujer,Ingenier°a Mec†nica,17,5,5,5,4,3,2,3,1,2,4,4,Extranjero,,Pensamiento L¢gico,Construcci¢n,Rapidez,Precisi¢n,Innovaci¢n,7,8,7,8,7,Personal,,Matem†ticas,F°sica,Qu°mica,L¢gica,Biolog°a,7,9,6,8,9,Ninguno,S/carrera,,,
22,Hombre,Ingenier°a en Computaci¢n,18,5,4,1,1,1,1,1,1,1,1,1,Extranjero,,L¢gica,Matem†ticas,Resoluci¢n de Problemas,Programaci¢n,An†lisis,8,8,9,8,9,Personal,,Matem†ticas,L¢gica,Qu°mica,Inform†tica,F°sica,10,10,10,10,10,Ninguno,S/carrera,,,
21,Hombre,Ingenier°a en Computaci¢n,17,4,4,2,2,5,5,5,2,4,4,2,Oficinas,,Constancia,Responsabilidad,Adaptaci¢n,Planificaci¢n,Iniciativa,8,7,8,7,6,Personal,,L¢gica,C†lculo,Inform†tica,Geometr°a Anal°tica,F°sica,8,7,9,9,7,Carrera de Moda,Diferente,,,
21,Hombre,Ingenier°a Petrolera,17,3,2,4,5,5,5,5,1,4,5,3,Campo,,Ingenio,Innovaci¢n,Dedicaci¢n,Sociabilidad,Disciplina,7,6,8,8,9,Personal,,C†lculo Diferencial,C†lculo Integral,Qu°mica,F°sica,CibernÇtica,8,8,8,8,8,Ninguno,S/carrera,,,
22,Hombre,Ingenier°a en Computaci¢n,18,5,5,4,1,1,1,1,1,1,1,5,Oficinas,,Resolver Problemas,Razonamiento,An†lisis,Creatividad,Organizaci¢n,10,10,9,9,8,Personal,,Inform†tica,Matem†tilcas,F°sica,L¢gica,Orientaci¢n Educativa,10,9,8,10,10,Web / Redes Soc,Diferente,,,
22,Hombre,Ingenier°a Petrolera,19,4,4,2,5,1,1,5,2,4,5,5,Extranjero,,Matem†ticas,Predecir Eventos,Resoluci¢n de Problemas,Trabajo Bajo Presi¢n,Liderazgo,8,7,10,9,10,Personal,,Matem†ticas,F°sica,Qu°mica,Geolog°a,Historia,10,10,10,8,6,Web / Redes Soc,S/carrera,,,
21,Hombre,Ingenier°a en Computaci¢n,15,2,4,2,1,1,1,1,5,5,1,2,Oficinas,,Constancia,Disciplina,Pasi¢n,Destreza,Visi¢n,10,8,8,8,9,Personal,,Matem†ticas,InglÇs,Etimolog°as Grecolatinas,Qu°mica,F°sica,10,10,9,9,9,Web / Redes Soc,Diferente,,,
22,Mujer,Ingenier°a Civil,18,5,5,5,1,5,5,5,5,1,1,5,Campo,,Matem†ticas,Creatividad,Resoluci¢n de Problemas,Abstracci¢n,Constancia,7,9,8,8,7,Personal,,Matem†ticas,Qu°mica,Dibujo Constructivo,F°sica,C†lculo,6,7,10,8,8,Ninguno,S/carrera,,,
22,Hombre,Ingenier°a en Computaci¢n,18,5,4,5,2,3,2,1,3,1,2,4,Extranjero,,Matem†ticas,L¢gica,An†lisis,Resoluci¢n de Problemas,Constancia,9,9,9,9,10,Personal,,Matem†ticas,F°sica,Qu°mica,Inform†tica,Matem†ticas Avanzadas,10,8,9,10,8,Web / Redes Soc,Diferente,,,
23,Hombre,Ingenier°a ElÇctrica Electr¢nica,19,5,5,4,2,4,1,1,2,4,1,4,Otros,Laboratorio/Taller,Paciencia,Observador,Ingenioso,Investigador,Creatividad,9,9,9,9,10,Personal,,Matem†ticas,Inform†tica,C†lculo,InglÇs,Computaci¢n,9,10,8,7,8,Ninguno,S/carrera,,,
22,Mujer,Ingenier°a Civil,17,5,5,4,5,3,2,1,2,1,1,4,Oficinas,,Espacial,Verbal,Matem†ticas,Social,Financiera,8,8,9,8,9,Personal,,Qu°mica,Matem†ticas,F°sica,Dibujo Constructivo,êtica,9,10,9,8,10,Ninguno,Diferente,,,
21,Hombre,Ingenier°a en Computaci¢n,17,5,5,3,2,5,1,1,1,4,2,4,Extranjero,,An†lisis,S°ntesis,Creatividad,Abstracci¢n,Investigaci¢n,7,8,6,9,7,Personal,,Lenguajes de Programaci¢n,Circuitos L¢gicos Combinatorios,Circuitos L¢gicos Secuenciales,Microelectr¢nica Programable,Redes Digitales,10,10,10,10,10,Web / Redes Soc,Diferente,,,
22,Hombre,Ingenier°a en Computaci¢n,17,4,4,5,5,1,2,4,1,4,4,2,Oficinas,,Autodidacta,Creatividad,Paciencia,Trabajo en Equipo,Disciplina,8,7,8,6,6,Personal,,Computaci¢n,Inform†tica,L¢gica,Matem†ticas,F°sicas,9,8,9,9,8,Web / Redes Soc,S/carrera,,,
22,Mujer,Ingenier°a en Telecomunicaciones,17,5,5,2,4,3,3,5,2,4,5,1,Otros,,Electr¢nica,Manejo de Se§ales,Dise§o y Mantenimiento de Enlaces,Matem†ticas,Redes de Datos,8,9,9,10,8,Personal,,CibernÇtica,Expresi¢n Gr†fica,Filosof°a,Psicolog°a,Comunicaci¢n,10,10,10,10,10,Ninguno,Diferente,,,
22,Hombre,Ingenier°a en Computaci¢n,15,4,4,2,5,1,1,2,1,5,2,1,Extranjero,,Autodidacta,Abstracci¢n,Resoluci¢n de Problemas,Creatividad,Toma de Decisiones,10,9,10,8,9,Personal,,C†lculo,F°sica,Qu°mica,Matem†ticas,InglÇs,10,8,10,10,9,Web / Redes Soc,S/carrera,,,
22,Hombre,Ingenier°a en Computaci¢n,17,4,4,5,5,4,5,5,2,2,3,3,Otros,,L¢gico,Matem†ticas,An†lisis,Creatividad,Constancia,8,8,8,8,7,Personal,,F°sica,Matem†ticas,Qu°mica,Inform†tica,Comunicaci¢n,6,8,9,9,10,TV/Medios impresos,S/carrera,,,
22,Hombre,Ingenier°a en Telecomunicaciones,18,4,4,2,2,1,4,1,2,4,2,4,Campo,,Matem†ticas,Creatividad,Criterio,Abstracci¢n,Asertividad,9,8,8,9,8,Personal,,Matem†ticas,F°sica,Temas Selectos de Matem†ticas,Qu°mica,Biolog°a,10,10,9,9,8,Ninguno,Similar,,,
23,Hombre,Ingenier°a Mecatr¢nica,17,2,5,2,4,1,5,5,1,4,1,3,Extranjero,,Dedicaci¢n ,Resoluci¢n de Problemas ,Organizaci¢n,Trabajo en Equipo,Toma de Decisiones,8,8,7,10,9,Personal,,CibernÇtica,F°sica,C†lculo ,Computaci¢n ,Comunicaci¢n,10,10,10,9,8,Ninguno,Diferente,,,
19,Mujer,Ingenier°a Mec†nica,18,5,1,1,5,1,1,1,1,1,1,1,Extranjero,,Resoluci¢n de Problemas ,Responsabilidad,Planificaci¢n,Resoluci¢n de Problemas ,Organizaci¢n,9,10,7,9,10,Personal,,C†lculo ,F°sica,Filosof°a,Literatura,Qu°mica,8,9,7,8,9,Ninguno,S/carrera,,,
26,Hombre,Ingenier°a Mec†nica,18,1,1,1,1,1,5,1,1,1,1,1,Campo,,Adaptaci¢n,Organizaci¢n,Disciplina,Constancia,Planificaci¢n,8,8,8,6,7,Familiares,,Matem†ticas,F°sica,Mec†nica,Comunicaci¢n,Sociolog°a,7,10,9,6,9,Ninguno,Diferente,,,
22,Hombre,Ingenier°a en Computaci¢n,18,1,1,1,1,1,5,1,1,1,1,1,Oficinas,,Constancia,Iniciativa,An†lisis,Resoluci¢n de Problemas ,Trabajo Bajo Presi¢n,10,9,7,10,8,Personal,,Computaci¢n,Dise§o Web,F°sica,Filosof°a,Comunicaci¢n,10,10,10,8,8,Web / Redes Soc,S/carrera,,,
19,Mujer,Ingenier°a en Computaci¢n,15,5,5,3,5,1,1,1,1,1,3,1,Oficinas,,Matem†ticas,Organizaci¢n,Dedicaci¢n,Trabajo en Equipo,Disciplina,8,9,9,7,9,Personal,,Computaci¢n,Opci¢n TÇcnica,Matem†ticas,Dibujo,Derecho,10,10,9,10,8,Ninguno,Similar,,,
24,Mujer,Ingenier°a Petrolera,18,5,3,5,5,1,5,5,1,5,5,1,Campo,,Idiomas,Programaci¢n,Matem†ticas,Trabajo en Equipo,An†lisis,3,9,9,6,6,Personal,,Matem†ticas,F°sica,Qu°mica,Psicolog°a,Computaci¢n ,9,10,8,9,8,Carrera de Moda,Diferente,,,
18,Hombre,Ingenier°a en Computaci¢n,17,5,5,5,5,1,5,5,1,3,5,1,Extranjero,,Programaci¢n,Constancia,Disciplina,Planificaci¢n,Resoluci¢n de Problemas ,8,7,9,7,9,Personal,,Espa§ol,Matem†ticas,F°sica,Administraci¢n,Computaci¢n ,9,8,9,9,10,Carrera de Moda,Diferente,,,
22,Hombre,Ingenier°a BiomÇdica,19,5,5,3,1,1,1,1,1,1,1,5,Otros,,Idiomas,Creatividad,Empat°a,êtica,Autodidacta,4,8,9,9,7,Personal,,Biolog°a,Qu°mica,Anatom°a,Matem†ticas,F°sica,8,7,8,9,9,Carrera Nueva,Diferente,,,
22,Mujer,Ingenier°a en Computaci¢n,18,4,4,5,1,1,1,1,1,3,5,1,Oficinas,,Resoluci¢n de Problemas ,Dedicaci¢n,Matem†ticas,Organizaci¢n,Toma de Desiciones,9,7,7,9,10,Personal,,CibernÇtica,F°sica,C†lculo,Literatura,Opci¢n tÇcnica,10,9,10,10,10,Carrera de Moda,S/carrera,,,
22,Hombre,Ingenier°a en Telecomunicaciones,19,3,1,5,5,1,1,1,1,4,1,1,Campo,,Disciplina,Constancia,Resoluci¢n de Problemas ,Dedicaci¢n,An†lisis,7,8,10,8,3,Personal,,Computaci¢n ,Matem†ticas,Sociolog°a,Comunicaci¢n,F°sica,10,9,10,10,7,Ninguno,Diferente,,,
18,Hombre,Ingenier°a Petrolera,17,5,5,5,5,5,5,4,5,4,5,5,Otros,,Matem†ticas,Trabajo en Equipo,Resoluci¢n de Problemas,Negociar,Hablar en P£blico,8,9,9,8,9,Personal,,C†lculo,Qu°mica,F°sica,Estad°stica,Comunicaci¢n,9,8,9,10,8,TV/Medios impresos,S/carrera,,,
20,Hombre,Ingenier°a Civil,18,5,5,4,2,5,4,5,5,2,4,4,Otros,,Creatividad,Responsabilidad,Constancia,InglÇs,Programaci¢n,8,8,7,4,4,Personal,,F°sica,Qu°mica,InglÇs,Matem†ticas,C†lculo,8,7,7,6,8,Web / Redes Soc,Diferente,,,
22,Hombre,Ingenier°a Geom†tica,17,3,4,2,1,1,1,5,1,1,4,3,Campo,,Software,G. P. S.,Hidr†ulica,E. Total,Estad°sitca,8,6,7,10,8,Personal,,Matem†ticas,F°sica,Qu°mica,Programaci¢n,Computaci¢n,8,8,6,9,7,Ninguno,S/carrera,,,
21,Mujer,Ingenier°a en Computaci¢n,16,4,5,5,1,3,5,5,1,1,2,5,Oficinas,,Paciencia,Control,Respeto,Empat°a,Dedicaci¢n,10,7,10,3,10,Personal,,Matem†ticas,CibernÇtica,F°sica,InglÇs,Expresi¢n Gr†fica,10,10,8,8,10,Web / Redes Soc,Diferente,,,
22,Mujer,Ingenier°a en Computaci¢n,17,5,5,4,5,3,5,5,1,4,3,3,Oficinas,,An†lisis,Creatividad,Dedicaci¢n,Paciencia,Determinaci¢n,9,9,9,8,9,Personal,,C†lculo,CibernÇtica,F°sica,InglÇs,Matem†ticas,8,10,7,10,9,Ninguno,Diferente,,,
18,Mujer,Ingenier°a en Computaci¢n,16,5,5,4,5,5,5,5,1,4,4,5,Extranjero,,An†lisis,Imaginaci¢n,Resoluci¢n de Problemas,Innovaci¢n,Creatividad,9,8,9,8,9,Personal,,Inform†tica,Matem†ticas,F°sica,C†lculo,Computaci¢n,8,9,7,8,8,Ninguno,S/carrera,,,
19,Hombre,Ingenier°a Industrial,18,4,4,2,1,5,1,1,2,2,5,4,Otros,,Liderazgo,Innovaci¢n,Estrateg°a,Razonamiento,Adaptaci¢n,7,10,8,10,10,Personal,,C†lculo,Lat°n,F°sica,Computaci¢n,Matem†ticas,10,10,10,10,10,Ninguno,Diferente,,,
21,Hombre,Ingenier°a Mec†nica,18,5,5,5,5,5,5,1,1,4,5,5,Extranjero,,Creatividad,Ingenio,Razonamiento,Adaptaci¢n,Negociar,9,9,8,8,8,Familiares,,C†lculo,Matem†ticas,Qu°mica,F°sica,Estad°stica,9,8,8,8,8,Ninguno,Diferente,,,
21,Hombre,Ingenier°a ElÇctrica Electr¢nica,17,4,4,4,4,1,1,4,3,3,1,4,Otros,,Constancia,Matem†ticas,Visi¢n,Programaci¢n,F°sica,5,6,8,7,6,Personal,,F°sica,Matem†ticas,Programaci¢n,Q£imica,InglÇs,8,8,10,9,8,Ninguno,Diferente,,,
